,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL
25361,7:45,3BLTE,9.196,1.819,0.461,0.04,35.937,0.396,1.132,1.101,4,3,7
580,13:30,1CLTE,27.214,3.2853,0.7416,0.114,16.608,0.9051,1.6645,1.382,7,6,13
17823,20:15,6ALTE,11.52,3.234,1.43,0.085,43.16,0.992,1.243,0.01,5,3,8
27175,4:15,6BLTE,6.467,0.909,0.328,0.032,17.634,1.131,1.061,0.01,4,2,6
5210,20:30,4BLTE,27.587,4.951,1.274,0.226,27.589,2.012,1.597,1.344,7,7,14
10197,20:45,7VLTE,1.314,3.84,0.659,0.057,27.834,0.647,1.243,0.01,5,3,8
34864,2:30,4ALTE,0.909,0.404,0.029,0.01,1.384,0.129,1.021,1.011,2,1,3
27475,16:30,8BLTE,25.161,3.638,1.178,0.481,26.015,10.56,1.394,1.182,6,5,11
2553,4:30,6CLTE,1.6012,0.4279,0.0271,0.0093,2.8633,0.1061,1.0548,0.0107,4,2,6
23004,13:45,3ALTE,26.677,3.537,0.93,0.111,20.752,0.72,1.526,1.233,7,5,12
17692,10:45,6VLTE,1.011,1.718,0.156,0.028,6.02,0.717,1.112,0.01,4,3,7
20450,15:30,7ULTE,2.526,2.728,0.303,0.063,17.735,1.054,1.445,0.01,6,4,10
5467,10:45,6BLTE,16.168,1.617,0.381,0.049,9.631,0.556,1.152,0.01,4,4,8
19349,21:45,9BLTE,4.1838,0.9016,0.324,0.0246,14.6848,0.6676,1.1335,1.0413,3,4,7
26093,11:30,7BLTE,0.606,1.516,0.302,0.066,13.242,4.946,1.334,0.01,6,3,9
7828,10:15,4BLTE,26.071,2.324,0.674,0.094,46.204,1.452,1.485,1.283,7,6,13
28461,23:30,9BLTE,3.1783,0.5318,0.1371,0.0288,4.8335,0.4135,1.0795,1.0085,3,3,6
22850,6:00,7ALTE,0.0,0.404,0.014,0.008,0.418,0.081,1.021,0.01,2,1,3
12321,22:15,1CLTE,33.653,23.326,4.1841,0.2104,36.9595,1.5144,2.0408,1.793,9,8,17
31411,12:45,6VLTE,3.739,5.457,0.645,0.09,18.591,1.658,1.435,0.01,5,4,9
21428,16:15,6WLTE,2.3943,4.6521,1.4152,0.0889,59.4381,2.5665,1.3941,0.0102,5,4,9
6092,21:15,7BLTE,0.909,2.526,0.724,0.082,26.023,1.838,1.394,0.01,7,3,10
10956,2:45,8CLTE,10.0767,1.3813,0.5117,0.1407,15.6775,25.3158,1.1978,1.0951,5,4,9
22979,17:30,3CLTE,8.488,1.415,0.339,0.037,11.313,0.44,1.152,1.091,4,3,7
12344,23:45,4ALTE,2.829,0.606,0.205,0.022,4.933,0.319,1.041,1.011,4,2,6
9822,17:00,4CLTE,19.2329,4.4257,1.2331,0.0747,27.6729,1.1657,1.2323,1.191,6,5,11
20248,15:45,4CLTE,17.0469,2.5961,0.7631,0.0698,11.0686,1.0399,1.2904,1.1511,6,4,10
11713,18:00,8CLTE,6.568,1.011,0.26,0.285,5.547,4.351,1.101,1.031,4,3,7
2790,3:15,6BLTE,10.7625,1.9733,0.9484,0.043,55.2966,1.6785,1.1779,0.0103,5,3,8
9846,16:30,6ALTE,14.753,1.415,0.523,0.083,14.591,0.488,1.223,0.01,5,3,8
19463,1:15,6BLTE,12.833,8.084,4.67,0.546,62.829,46.495,1.152,0.01,4,3,7
126,0:45,6CLTE,3.133,0.404,0.024,0.008,0.623,0.146,1.031,0.01,2,2,4
9235,23:15,5BLTE,11.419,2.627,0.469,0.062,10.768,2.901,1.182,1.112,4,4,8
25649,12:00,3BLTE,21.018,3.032,0.761,0.079,17.513,0.64,1.344,1.233,7,5,12
23404,0:00,6BLTE,18.5921,6.5605,3.6195,0.5229,62.4372,43.9507,1.1947,0.0101,6,3,9
9516,17:00,7ULTE,2.122,6.467,1.186,0.092,51.498,1.296,1.506,0.01,6,3,9
1144,15:00,5ALTE,16.37,3.537,0.967,0.089,50.686,1.473,1.283,1.101,5,4,9
16293,14:15,4ALTE,6.265,1.516,0.436,0.049,10.566,1.424,1.112,1.021,4,3,7
5602,4:45,1BLTE,1.213,0.505,0.137,0.016,10.151,0.288,1.031,1.011,3,2,5
26339,10:15,7BLTE,0.505,1.415,0.45,0.057,41.674,1.291,1.394,0.01,7,3,10
7672,16:45,5ALTE,6.669,1.314,0.383,0.032,14.081,0.499,1.101,1.021,4,3,7
7272,19:15,1CLTE,29.81,4.143,1.216,0.122,26.042,1.317,1.586,1.394,7,6,13
6820,6:30,4CLTE,6.972,1.112,0.396,0.041,19.755,0.788,1.071,1.051,4,4,8
25965,22:15,7VLTE,0.616,3.0489,1.0553,0.0284,30.2832,0.4503,1.1109,0.0104,5,2,7
8657,6:30,9BLTE,0.909,0.404,0.028,0.011,1.314,0.168,1.041,1.011,2,1,3
36675,19:45,2ALTE,0.606,0.707,0.211,0.021,2.723,0.177,1.011,0.01,1,1,2
15161,12:30,4ALTE,7.781,1.011,0.185,0.039,15.005,1.611,1.122,1.041,4,2,6
19366,5:00,6CLTE,5.053,0.909,0.291,0.019,4.363,0.181,1.031,0.01,2,2,4
8321,4:30,6ALTE,1.516,0.404,0.025,0.014,0.309,0.176,1.031,0.01,3,2,5
22499,20:45,5CLTE,11.5229,1.8027,0.443,0.0484,20.331,0.8753,1.248,1.0466,5,5,10
7859,11:45,3CLTE,13.743,2.021,0.532,0.046,54.242,2.227,1.192,1.071,5,4,9
1865,7:15,7WLTE,0.404,1.718,0.175,0.023,6.278,0.369,1.041,0.01,3,2,5
4896,10:45,3CLTE,16.976,2.021,0.696,0.126,37.491,18.764,1.202,1.122,5,4,9
28371,21:30,9BLTE,3.6969,0.6043,0.2934,0.0193,13.5693,0.3972,1.0575,0.9938,4,2,6
22903,16:45,5BLTE,11.419,1.314,0.133,0.023,13.655,0.335,1.122,1.091,5,4,9
31271,8:30,3ALTE,26.879,4.345,1.519,0.15,45.031,1.466,1.667,1.243,8,6,14
13230,14:00,7ALTE,1.011,1.516,0.308,0.08,11.352,16.055,1.304,0.01,6,4,10
33775,3:15,7ALTE,0.0,0.4277,0.0583,0.0084,0.8026,0.1269,1.0703,0.0104,4,2,6
19301,9:45,9ALTE,17.886,2.627,1.013,0.083,42.529,0.963,1.273,1.091,6,4,10
4749,0:30,1ALTE,7.276,1.314,0.276,0.032,21.514,0.733,1.182,1.162,4,3,7
3101,18:45,7WLTE,3.84,6.366,1.232,0.188,22.767,4.876,1.677,0.01,8,4,12
27,21:30,3CLTE,7.175,3.638,1.705,0.067,43.851,1.032,1.142,1.041,4,3,7
9069,22:30,10CLTE,4.712,1.1515,0.4909,0.0434,18.0882,0.7052,1.1321,1.0572,4,2,6
11430,20:45,6VLTE,1.4962,3.9004,0.346,0.0373,12.0755,1.2065,1.3301,0.01,6,5,11
25522,18:00,7WLTE,1.2678,1.7893,0.4597,0.0471,6.3684,4.3017,1.0956,0.0102,4,4,8
6582,2:45,7BLTE,0.101,0.404,0.01,0.006,1.201,0.297,1.011,0.01,4,2,6
611,5:15,7WLTE,0.101,0.808,0.02,0.011,0.14,0.127,1.011,0.01,1,1,2
36232,0:30,7BLTE,0.3145,1.3975,0.495,0.0453,38.1972,1.0977,1.2653,0.0103,6,3,9
32651,6:45,3BLTE,6.568,2.526,0.351,0.042,7.005,0.944,1.172,1.051,4,4,8
2850,12:30,10BLTE,8.286,1.112,0.327,0.036,19.134,0.52,1.122,1.031,4,3,7
1041,13:45,4CLTE,15.158,2.627,0.501,0.051,18.105,0.524,1.192,1.172,6,4,10
11035,20:30,6VLTE,4.244,4.345,0.793,0.215,22.007,4.027,1.233,0.01,4,3,7
30347,2:00,1ALTE,7.2621,1.4562,0.5715,0.027,14.84,0.4209,1.1083,1.0789,5,3,8
24470,21:15,5ALTE,5.356,0.808,0.095,0.025,4.313,1.415,1.091,1.021,3,3,6
1735,13:30,7ULTE,0.636,1.1099,0.1101,0.0535,3.3574,9.2268,1.0533,0.0104,3,2,5
27136,12:15,3ALTE,29.305,7.579,2.401,0.183,27.282,1.629,1.849,1.475,8,8,16
4461,19:00,9ALTE,1.7923,1.7101,1.1218,0.045,23.5067,0.8398,1.0356,0.993,3,3,6
6773,9:45,7ULTE,3.234,4.951,0.701,0.07,17.68,0.926,1.334,0.01,5,4,9
6218,5:30,1ALTE,1.112,0.505,0.094,0.016,5.712,0.395,1.021,1.011,3,1,4
182,20:00,6VLTE,2.7727,7.7819,0.6814,0.0702,10.9084,1.5042,1.2948,0.0102,5,5,10
8076,6:00,7ALTE,0.101,0.404,0.027,0.021,0.908,0.176,1.021,0.01,2,2,4
3285,5:45,10CLTE,1.011,0.404,0.015,0.007,0.308,0.102,1.021,1.011,2,2,4
36604,12:00,8ALTE,27.89,5.558,1.558,0.136,37.616,1.321,1.627,1.324,8,5,13
10331,0:00,7BLTE,0.303,1.112,0.468,0.043,17.439,0.766,1.202,0.01,4,3,7
16356,7:45,7WLTE,0.2017,0.8207,0.031,0.0144,0.5601,0.1223,1.0492,0.0101,2,3,5
5307,2:15,3BLTE,4.547,1.415,0.69,0.03,37.77,0.993,1.071,1.021,3,2,5
12709,4:30,7WLTE,0.102,0.7969,0.0187,0.0101,0.2436,0.1256,1.0094,0.0103,2,2,4
29370,21:30,6BLTE,21.9274,4.3875,0.6318,0.07,31.0454,3.4201,1.5076,0.0105,7,5,12
17672,13:00,6BLTE,22.534,6.972,3.137,0.325,57.35,41.799,1.283,0.01,6,4,10
17981,0:45,8CLTE,8.69,0.909,0.334,0.103,10.232,13.752,1.142,1.041,4,4,8
31468,6:45,8BLTE,2.526,0.6328,0.2164,0.0284,6.5966,0.4757,1.0671,0.9992,4,2,6
18032,4:15,4CLTE,9.824,0.6309,0.1374,0.0244,11.5309,0.2334,1.0866,1.0625,5,3,8
7656,20:00,7BLTE,0.606,1.516,0.455,0.072,32.248,1.396,1.415,0.01,6,3,9
218,12:00,3CLTE,6.675,2.5087,1.1077,0.0457,43.4096,0.9441,1.1964,1.0684,5,3,8
16607,14:15,10ALTE,21.119,3.739,1.722,0.134,50.008,1.869,1.384,1.162,6,5,11
559,2:45,1CLTE,16.269,4.85,1.021,0.052,16.957,0.371,1.253,1.071,5,4,9
30506,22:15,7WLTE,0.909,1.415,0.086,0.02,3.779,0.291,1.101,0.01,4,2,6
12923,10:45,8ALTE,28.193,4.345,1.185,0.308,31.496,6.661,1.617,1.374,8,6,14
27254,5:30,5CLTE,3.739,0.505,0.044,0.013,7.871,2.164,1.031,1.011,3,2,5
18521,0:15,6ULTE,1.2741,2.1981,0.2802,0.0379,9.5897,0.389,1.1994,0.0107,5,3,8
34388,14:00,6BLTE,33.549,6.164,2.578,0.324,57.318,35.488,1.374,0.01,6,5,11
33205,17:15,6CLTE,10.408,1.516,0.468,0.095,21.881,8.65,1.122,0.01,4,3,7
9964,9:00,3ALTE,23.242,8.791,1.538,0.11,29.005,1.165,1.485,1.304,7,6,13
9074,19:30,6VLTE,3.739,8.286,1.571,0.113,20.18,1.163,1.586,0.01,7,4,11
34557,13:45,1BLTE,20.109,3.537,0.986,0.102,34.489,1.251,1.364,1.152,6,5,11
7063,2:15,1CLTE,24.858,2.324,0.929,0.082,11.01,1.48,1.324,1.132,6,4,10
5455,18:45,3BLTE,12.025,1.92,0.503,0.049,35.937,0.748,1.192,1.112,5,4,9
5936,19:00,1CLTE,28.597,3.133,0.499,0.111,12.594,1.08,2.011,1.334,7,7,14
17545,16:00,8CLTE,6.77,1.617,0.445,0.046,21.079,0.628,1.223,1.031,4,3,7
13072,4:15,6ALTE,0.909,0.404,0.015,0.009,0.289,0.112,1.011,0.01,2,1,3
25665,10:30,6CLTE,6.467,1.718,0.465,0.032,20.062,0.659,1.081,0.01,4,3,7
10707,10:00,6ALTE,12.631,1.617,0.421,0.066,9.305,1.252,1.223,0.01,5,4,9
10931,9:15,6CLTE,5.76,0.707,0.1,0.021,4.35,0.199,1.071,0.01,3,2,5
15426,12:00,10BLTE,7.68,1.011,0.201,0.031,6.132,0.422,1.142,1.041,4,3,7
17609,3:15,5CLTE,2.728,0.404,0.004,0.003,0.273,0.1,1.021,1.011,2,1,3
4927,17:15,3BLTE,13.1588,2.6726,0.9374,0.0635,29.4641,1.1005,1.134,1.1194,5,4,9
29712,12:00,4CLTE,22.5391,3.2155,0.8072,0.1636,29.6907,4.1646,1.4943,1.3872,6,6,12
20020,10:30,6ALTE,2.2199,0.5138,0.0374,0.0102,1.8716,0.1118,1.0148,0.0105,3,3,6
757,22:15,3CLTE,5.76,0.808,0.153,0.022,10.894,0.385,1.081,1.051,4,3,7
7352,19:30,8BLTE,16.774,1.92,0.412,0.141,32.609,12.041,1.293,1.142,6,4,10
13728,21:15,7CLTE,0.202,0.606,0.117,0.026,11.816,0.946,1.122,0.01,4,2,6
26946,3:30,8BLTE,2.8275,0.4972,0.116,0.0142,14.357,0.2402,1.0808,1.0489,4,2,6
23357,10:00,1CLTE,29.507,4.951,1.661,0.133,24.339,0.859,1.576,1.384,8,6,14
35540,10:45,10CLTE,7.68,2.425,0.768,0.046,31.729,1.848,1.142,1.031,6,3,9
6307,23:15,4ALTE,5.0164,0.7161,0.1003,0.0214,2.6882,0.3936,1.0738,1.06,5,3,8
26877,20:30,4ALTE,8.0455,1.2123,0.2809,0.0302,14.464,0.3853,1.1633,1.0882,5,4,9
13787,22:45,10ALTE,15.865,2.829,0.706,0.063,17.653,0.586,1.314,1.142,5,5,10
9693,18:00,10CLTE,6.366,0.909,0.174,0.019,9.157,0.242,1.061,1.031,3,3,6
27761,9:15,8ALTE,13.2609,1.5612,0.5334,0.0547,17.2412,0.5434,1.2256,1.106,5,4,9
23681,20:15,7WLTE,3.335,5.457,1.031,0.106,29.254,3.556,1.314,0.01,5,4,9
30835,5:00,6BLTE,8.1542,8.954,5.8848,0.6894,55.1186,46.9948,1.1104,0.0101,3,3,6
35356,5:15,9ALTE,0.303,0.404,0.263,0.026,3.437,0.189,1.021,1.011,2,2,4
17434,10:30,3CLTE,9.903,1.011,0.238,0.029,18.873,1.058,1.122,1.041,4,3,7
32228,7:30,8BLTE,4.547,0.505,0.055,0.018,2.231,0.279,1.061,1.021,3,2,5
10640,8:30,8ALTE,19.402,10.004,2.724,0.102,39.61,1.032,1.425,1.243,6,5,11
34148,6:15,6CLTE,0.909,0.404,0.023,0.012,0.91,0.15,1.021,0.01,2,2,4
32143,19:30,5BLTE,11.116,1.415,0.162,0.028,6.502,0.507,1.142,1.112,4,4,8
21361,17:00,8ALTE,20.311,2.425,0.669,0.09,27.667,1.34,1.314,1.122,6,5,11
12965,12:45,4ALTE,7.377,1.415,0.395,0.047,19.067,0.59,1.122,1.031,4,3,7
26174,2:45,1CLTE,13.541,0.808,0.106,0.027,4.046,0.655,1.091,1.051,4,3,7
20159,5:00,6VLTE,0.636,1.2568,0.1255,0.0228,8.9907,0.3736,1.0991,0.0106,3,2,5
5018,20:00,6VLTE,2.324,3.436,0.353,0.06,7.276,4.521,1.304,0.01,7,4,11
30184,7:00,7VLTE,0.202,1.011,0.163,0.032,1.626,0.656,1.041,0.01,2,2,4
28910,21:30,2ALTE,1.213,0.404,0.01,0.01,0.402,0.116,1.011,0.01,2,1,3
2165,23:30,3BLTE,15.36,3.133,1.195,0.081,36.85,0.718,1.334,1.081,5,4,9
29389,4:15,6CLTE,2.425,0.505,0.161,0.014,8.721,0.302,1.041,0.01,3,2,5
3783,20:00,3CLTE,7.0287,1.3891,0.2521,0.0295,15.0941,0.8765,1.1191,1.0844,4,4,8
36082,13:30,3ALTE,30.012,5.457,1.682,0.181,53.425,1.344,1.94,1.374,8,7,15
28222,12:15,3BLTE,24.05,5.962,2.615,0.118,63.762,1.773,1.455,1.263,6,6,12
10183,2:45,10BLTE,2.728,0.404,0.053,0.015,1.207,0.389,1.021,1.011,2,2,4
4071,3:15,9BLTE,1.314,0.505,0.139,0.015,6.919,0.28,1.021,1.011,2,2,4
26941,3:45,8ALTE,8.084,0.808,0.162,0.032,17.874,0.565,1.091,1.031,4,3,7
3456,11:15,5BLTE,30.517,4.749,1.166,0.181,17.702,10.4,1.688,1.394,8,7,15
22647,23:45,4ALTE,8.6476,0.8261,0.1749,0.0478,16.8001,0.6602,1.141,1.0684,4,3,7
28293,22:15,1BLTE,19.806,2.93,0.777,0.178,19.492,7.578,1.637,1.162,7,5,12
2825,7:00,7VLTE,0.1053,0.8473,0.0198,0.008,0.4046,0.0777,1.0382,0.0106,3,1,4
7938,7:00,10CLTE,1.112,0.404,0.03,0.012,0.859,0.349,1.021,1.011,2,2,4
10754,9:45,4BLTE,27.081,5.558,1.996,0.104,31.381,0.835,1.445,1.243,6,4,10
31503,0:15,3BLTE,7.175,2.021,1.176,0.057,47.794,2.134,1.192,1.041,5,3,8
2814,5:45,8CLTE,0.606,0.404,0.024,0.02,0.399,0.185,1.021,1.021,2,2,4
11067,13:30,6CLTE,5.2708,1.3517,0.6184,0.0373,39.3101,0.6594,1.0984,0.0101,3,3,6
7804,0:45,7WLTE,0.505,1.415,0.247,0.032,8.079,0.404,1.091,0.01,3,2,5
17986,23:30,7ULTE,0.606,1.617,0.533,0.028,21.572,0.794,1.041,0.01,3,2,5
5606,14:15,6ULTE,2.728,2.829,0.437,0.083,13.217,0.824,1.445,0.01,6,3,9
32790,15:45,4ALTE,7.882,1.112,0.262,0.036,23.082,0.933,1.132,1.041,4,3,7
6178,7:15,7WLTE,0.808,9.701,3.245,0.068,26.005,0.446,1.091,0.01,3,3,6
31495,5:15,3ALTE,1.011,0.404,0.032,0.01,1.187,0.092,1.021,1.011,2,2,4
8323,3:00,3BLTE,5.962,1.617,1.155,0.033,52.858,0.952,1.061,1.021,3,2,5
28207,9:15,3CLTE,9.499,2.425,1.278,0.079,116.833,6.431,1.152,1.061,4,4,8
8644,20:30,3BLTE,10.0416,1.6371,0.3144,0.0638,10.5751,0.5992,1.453,1.1645,6,5,11
17569,8:45,3BLTE,11.217,0.909,0.185,0.04,6.158,1.043,1.162,1.051,4,4,8
13620,1:30,8BLTE,1.819,0.505,0.153,0.024,6.263,0.285,1.021,1.011,2,2,4
5945,5:30,8ALTE,4.2371,0.8334,0.2245,0.025,11.8773,0.5593,1.0617,1.0519,4,3,7
4533,15:00,3BLTE,18.593,2.728,0.727,0.081,17.346,0.515,1.405,1.344,7,6,13
14677,16:00,6BLTE,20.614,2.526,0.674,0.068,52.737,4.936,1.172,0.01,5,3,8
9596,4:30,4CLTE,5.659,0.505,0.023,0.01,0.674,0.512,1.061,1.021,3,2,5
27617,16:00,10BLTE,3.1945,1.902,0.7965,0.0342,14.483,0.5609,1.1072,1.0139,3,3,6
16525,20:30,7WLTE,1.112,2.324,0.6,0.059,14.487,0.683,1.213,0.01,5,3,8
3567,13:00,8ALTE,17.0025,3.2525,1.0215,0.1834,37.3151,3.6502,1.4521,1.2475,6,6,12
7120,7:00,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,1.011,0.01,1,1,2
20403,20:30,5BLTE,12.53,1.92,0.297,0.033,13.918,0.361,1.122,1.091,5,4,9
28317,19:45,6CLTE,11.621,1.112,0.333,0.047,16.995,1.082,1.142,0.01,5,3,8
36848,11:45,8ALTE,29.102,6.063,2.217,0.17,37.411,1.178,1.728,1.364,8,6,14
16964,12:00,10ALTE,23.848,3.537,1.015,0.118,29.213,1.183,1.455,1.233,7,5,12
7074,4:00,6ALTE,3.234,1.314,2.196,0.036,21.154,0.374,1.031,0.01,3,2,5
10890,13:30,7ALTE,0.2127,0.7131,0.1583,0.026,19.31,0.4563,1.1583,0.01,5,2,7
7425,4:30,6VLTE,0.606,1.314,0.221,0.017,4.835,0.4,1.031,0.01,3,2,5
7692,0:15,6ULTE,0.606,1.516,0.245,0.028,6.813,1.68,1.071,0.01,3,2,5
16222,15:45,4BLTE,16.846,3.2899,1.0038,0.0731,23.7639,2.0192,1.2668,1.1061,7,4,11
31173,16:45,1BLTE,14.349,3.133,0.645,0.067,23.789,1.333,1.233,1.061,5,3,8
14254,1:00,7WLTE,0.202,0.808,0.031,0.011,1.004,0.276,0.99,0.01,2,2,4
26038,18:45,3ALTE,16.269,2.728,0.612,0.069,16.514,0.927,1.304,1.283,5,6,11
31853,20:45,6CLTE,6.467,0.808,0.267,0.029,26.757,0.706,1.091,0.01,4,3,7
10282,12:45,10CLTE,5.5181,0.7281,0.1937,0.0226,27.6323,0.8404,1.0714,1.0562,4,2,6
26220,1:00,6ALTE,5.154,0.606,0.116,0.029,5.411,0.63,1.041,0.01,3,2,5
18243,21:15,10CLTE,6.366,1.011,0.184,0.024,4.448,0.402,1.071,1.031,3,3,6
29199,7:15,6CLTE,1.92,0.404,0.023,0.015,0.639,0.187,1.031,0.01,2,2,4
6585,22:00,1ALTE,19.402,2.425,0.597,0.161,24.269,0.894,1.607,1.172,6,5,11
16575,12:00,6BLTE,13.677,5.0745,2.29,0.3127,56.0439,45.2596,1.1865,0.0104,4,3,7
16069,3:15,6BLTE,5.053,8.69,6.852,0.78,62.93,47.121,1.071,0.01,4,2,6
22953,1:30,1CLTE,14.349,1.314,0.286,0.051,15.275,2.347,1.192,1.122,4,4,8
21264,7:00,1BLTE,2.526,0.707,0.203,0.021,13.221,0.414,1.051,1.021,2,2,4
36608,19:30,10ALTE,9.5702,1.2387,0.3064,0.0388,18.9941,0.532,1.2259,1.1044,5,5,10
12766,0:30,5ALTE,2.425,0.606,0.102,0.018,5.348,0.707,1.031,1.021,2,2,4
5352,17:45,2ALTE,0.303,0.606,0.937,0.024,4.87,0.105,1.011,0.01,1,1,2
14820,8:45,3ALTE,7.2758,1.698,0.3258,0.0323,11.5264,1.7464,1.0944,1.0859,3,3,6
34080,2:00,8ALTE,10.9762,4.082,1.1386,0.0763,38.1518,0.9335,1.2675,1.0456,5,5,10
34295,0:15,7CLTE,0.1048,1.3464,1.5362,0.0349,45.1168,1.2357,1.0533,0.0101,3,2,5
28755,3:00,6VLTE,3.0886,1.9935,0.1731,0.1626,10.5849,4.5395,1.1833,0.0101,5,3,8
28757,8:15,7ULTE,1.718,5.053,0.825,0.057,29.627,0.622,1.293,0.01,5,4,9
7492,5:00,6WLTE,0.101,0.808,0.034,0.01,2.295,0.209,1.031,0.01,3,2,5
25647,10:00,3BLTE,11.6138,1.5335,0.5405,0.0465,26.728,0.5416,1.1351,1.1027,5,4,9
12786,13:45,3BLTE,26.879,9.297,1.537,0.131,17.904,0.888,1.688,1.728,7,7,14
10024,0:30,7BLTE,0.202,1.011,0.278,0.038,7.453,0.617,1.142,0.01,4,2,6
8624,22:00,6BLTE,25.566,4.042,1.425,0.165,40.208,0.841,1.496,0.01,7,4,11
15807,20:45,6ALTE,9.196,1.011,0.192,0.036,14.701,0.638,1.112,0.01,5,3,8
7843,3:45,3BLTE,8.0984,1.919,0.5773,0.0384,27.443,0.7208,1.157,1.0288,4,4,8
17562,12:30,8ALTE,14.369,1.3994,0.3161,0.055,8.4377,0.7293,1.2315,1.0622,4,4,8
34369,23:30,4ALTE,7.4563,0.9028,0.1662,0.0309,12.0177,0.7839,1.112,1.0135,4,4,8
15434,3:15,10CLTE,1.3385,0.4991,0.1018,0.0135,1.9711,0.1686,1.0268,1.0029,2,3,5
7541,12:30,7BLTE,0.5077,2.0219,0.8768,0.0882,18.1754,1.6941,1.3045,0.0104,5,4,9
4921,12:30,10ALTE,19.301,2.223,0.544,0.081,11.036,0.546,1.324,1.152,6,5,11
8541,9:45,7VLTE,1.516,3.638,0.498,0.057,15.747,1.099,1.273,0.01,8,3,11
27420,8:45,1ALTE,4.2048,0.6199,0.1038,0.017,4.9785,0.4449,1.0617,1.0515,2,2,4
14617,22:30,6BLTE,36.984,5.255,1.868,0.389,27.085,1.835,1.435,0.01,7,5,12
7251,0:30,1CLTE,23.242,3.941,1.644,0.113,24.242,0.808,1.425,1.152,7,5,12
2029,3:45,6CLTE,1.112,0.404,0.018,0.019,0.283,0.206,1.021,0.01,2,2,4
23934,18:15,7WLTE,0.505,1.718,0.274,0.02,9.654,0.322,1.081,0.01,3,2,5
4373,6:45,5BLTE,7.882,7.074,1.548,0.031,19.609,0.343,1.071,1.031,4,3,7
16939,13:00,7ALTE,0.303,1.718,0.364,0.034,13.479,0.355,1.223,0.01,6,3,9
14872,8:00,6CLTE,3.335,0.505,0.059,0.017,5.834,0.57,1.031,0.01,2,2,4
1390,23:45,6VLTE,2.93,7.175,1.205,0.104,36.806,1.124,1.597,0.01,6,3,9
4462,20:30,6VLTE,5.154,18.189,2.425,0.182,18.328,2.191,1.607,0.01,8,4,12
1499,19:15,10CLTE,8.084,1.213,0.336,0.039,23.695,0.521,1.122,1.031,3,3,6
25808,3:30,6WLTE,0.202,0.808,0.019,0.012,0.445,0.198,1.031,0.01,2,1,3
6650,22:15,4CLTE,23.949,4.749,1.086,0.152,15.408,3.943,1.566,1.536,6,6,12
24554,12:15,1BLTE,18.896,2.627,0.764,0.105,23.875,14.19,1.283,1.081,6,4,10
2813,14:00,9ALTE,8.4299,1.3141,0.2972,0.0591,6.2828,3.7094,1.1781,1.0321,5,3,8
10869,2:15,6ULTE,0.404,0.909,0.09,0.018,3.642,0.4,1.031,0.01,3,2,5
25486,8:00,7WLTE,2.324,2.526,0.44,0.041,7.982,0.487,1.162,0.01,4,4,8
19680,19:45,3CLTE,8.791,1.819,0.696,0.053,18.446,0.886,1.152,1.041,5,3,8
7652,9:15,6CLTE,2.1048,0.8956,0.7761,0.016,52.2709,0.3621,1.0501,0.0105,3,2,5
11920,21:15,7BLTE,0.1999,0.8178,0.2031,0.0323,12.4004,0.77,1.1546,0.0107,4,3,7
18892,17:00,8CLTE,8.589,1.718,0.473,0.045,27.987,1.564,1.132,1.051,5,3,8
33400,23:45,10BLTE,7.074,1.112,0.316,0.036,10.372,0.571,1.101,1.021,3,3,6
22071,9:30,5ALTE,17.987,4.143,1.042,0.272,13.856,0.879,1.314,1.112,5,4,9
27670,4:15,8BLTE,2.6291,0.6082,0.2056,0.0257,6.4477,0.2449,1.0888,1.0302,4,2,6
4217,23:45,4BLTE,15.7492,4.2395,0.7667,0.0516,14.0844,0.8467,1.2302,1.0941,6,3,9
4843,20:00,7WLTE,1.617,3.436,0.478,0.043,10.388,0.498,1.202,0.01,5,3,8
10435,9:15,9BLTE,3.335,0.909,0.332,0.022,9.416,0.221,1.031,1.031,3,3,6
3748,6:00,1ALTE,2.5435,0.7266,0.4156,0.0268,59.3387,0.5614,1.0672,1.0539,3,3,6
12408,4:30,7CLTE,0.0,0.4265,0.0329,0.0106,0.5158,0.2131,1.0201,0.0105,3,1,4
31084,11:00,5ALTE,18.189,1.819,0.354,0.1,16.102,4.22,1.304,1.132,7,4,11
29217,12:15,7BLTE,0.707,2.324,0.824,0.088,23.375,1.268,1.607,0.01,7,3,10
31989,18:30,6WLTE,3.537,3.234,0.54,0.275,15.459,18.643,1.273,0.01,5,4,9
1441,13:30,6ULTE,2.93,3.234,0.61,0.272,10.354,2.076,1.435,0.01,7,4,11
7814,0:30,7ALTE,0.101,0.707,0.761,0.049,20.433,0.508,1.021,0.01,2,2,4
27669,15:15,1BLTE,17.684,2.425,0.648,0.079,26.332,0.92,1.344,1.101,6,4,10
11018,4:45,3CLTE,0.303,0.404,0.01,0.005,0.262,0.046,1.011,1.011,2,1,3
9864,11:30,5BLTE,24.9116,4.046,1.4626,0.1787,58.3705,2.5672,1.6183,1.2856,8,5,13
19988,9:45,6CLTE,4.2339,0.829,0.4102,0.0366,22.6872,0.5574,1.0712,0.01,3,3,6
34165,13:00,4ALTE,8.286,1.718,0.395,0.055,10.499,0.805,1.132,1.031,4,3,7
